name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	minac	maxac	block	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	
Highland Blade	swor		7cm	clm	7cm	100		4	1	1	96	1	1	67	96			17	2	-5	0	0	0	240	60	171	104	80		66	49	7348	2955918			clm	clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Balrog Blade	swor		7gs	gsd	7gs	100		4	1	1	118	1	1	55	118			17	2		0	0	0	210	90	185	87	80		71	53	8232	3592503			gsd	gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Champion Sword	swor		7b7	clm	7b7	100		4	1	1	83	1	1	71	83			17	2	-10	0	0	0	240	60	163	103	80		77	57	9852	4728909			clm	bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Colossal Sword	swor		7fb	clm	7fb	100		4	1	1	121	1	1	61	121			17	2	10	0	0	0	190	110	182	95	80		80	60	11994	6079500			clm	flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Colossus Blade	swor		7gd	gsd	7gd	100		4	1	1	115	1	1	58	115			17	2	5	0	0	0	250	100	189	110	80		85	63	10878	5811045			gsd	gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Bone Knife	knif		7dg	dgr	7dg	100		2	1	23	49							14		-20	0	0	0	110	190	38	75	80		58	43	6444	2257146		305	dgr	dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Mithral Point	knif		7di	dir	7di	100		2	1	37	53							14			0	0	0	110	190	55	98	80		70	52	8980	3889980		305	dir	dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Fanged Knife	knif		7kr	dir	7kr	100		2	1	15	57							14		-20	0	0	0	110	190	42	86	80		83	62	7044	3550521		305	dir	kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Legend Spike	knif		7bl	dgr	7bl	100		3	1	31	47							14		-10	0	0	0	110	190	65	67	80		85	66	8116	4234380		305	dgr	bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	300
Flying Knife	tkni		7tk	dgr	7tk	100		2	1	23	54					23	54	15			0	0	0	80	180	48	141	80		64	48	26	144780		314	dgr	tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	120	400	150	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	260
Flying Axe	taxe		7ta	hax	7ta	100		2	1	17	65					15	66	15		10	0	0	0	80	180	88	108	80		56	42	30	130140		314	hax	tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	48	400	64	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	2	0	xxx	xxx	1	0	260
Winged Knife	tkni		7bk	dgr	7bk	100		2	1	27	35					23	39	15		-20	0	0	0	80	180	45	142	80		77	57	30	180288		314	dgr	bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	90	400	120	flpbkf	invbkf	invtk3		1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	260
Winged Axe	taxe		7b8	hax	7b8	100		2	1	11	56					7	60	15		-10	0	0	0	80	180	96	122	80		80	60	34	187740		314	hax	bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	48	400	48	flpbal	invbal			1	6	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	260
Hyperion Javelin	jave		7ja	jav	7ja	100		4	1	21	57					28	55	14	2	-10	0	0	0	130	150	98	123	80		54	40	32	122682		314	jav	jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	90	250	120	flpjav	invjav			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	2	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	280
Stygian Pilum	jave		7pi	pil	7pi	100		4	1	14	64					21	75	14	2		0	0	0	130	150	118	112	80		62	46	32	141420		314	pil	pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	75	225	100	flppil	invpil			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	280
Balrog Spear	jave		7s7	jav	7s7	100		4	1	33	63					40	62	14	2	10	0	0	0	130	150	127	95	80		71	53	34	163416		314	jav	ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	60	200	80	flpssp	invssp			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	280
Ghost Glaive	jave		7gl	glv	7gl	100		4	1	19	60					30	85	14	2	20	0	0	0	130	150	89	137	80		79	59	34	183117		314	glv	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	24	188	40	flpglv	invglv			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	280
Winged Harpoon	jave		7ts	pil	7ts	100		4	1	27	35					11	77	14	2	-10	0	0	0	130	150	76	145	80		85	65	36	185745		314	pil	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	96	200	160	flptsp	invtsp			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	280
Hyperion Spear	spea		7sr	spr	7sr	100		4	1				1	35	119			17	3	-10	0	0	0	170	130	155	120	80		58	43	8036	2861100			spr	spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	300
Stygian Pike	spea		7tr	tri	7tr	100		4	1				1	29	144			17	3		0	0	0	190	110	168	97	80		66	49	8690	3541206			tri	tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	300
Mancatcher	spea		7br	brn	7br	100		4	1				1	42	92			17	4	-20	0	0	0	160	140	132	134	80		74	55	7470	3372576			brn	brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	300
Ghost Spear	spea		7st	tri	7st	100		4	1				1	18	155			17	4		0	0	0	190	110	122	163	80		83	62	8646	4426752			tri	spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	300
War Pike	spea		7p7	pik	7p7	100		4	1				1	33	178			17	4	20	0	0	0	175	125	165	106	80		85	66	8114	4232850			pik	pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	300
Ogre Axe	pole		7o7	hal	7o7	100		4	1				1	28	145			17	2		0	0	0	220	80	195	75	80		60	45	5242	1874280			hal	bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Colossus Voulge	pole		7vo	hal	7vo	100		4	1				1	17	165			17	2	10	0	0	0	220	80	210	55	80		64	48	6626	2565324			pax	vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Thresher	pole		7s8	scy	7s8	100		4	1				1	12	141			17	1	-10	0	0	0	175	125	152	118	80		71	53	5816	2475318			scy	scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Cryptic Axe	pole		7pa	hal	7pa	100		4	1				1	33	150			17	3	10	0	0	0	220	80	165	103	80		79	59	8312	4038633			pax	pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Great Poleaxe	pole		7h7	pax	7h7	100		4	1				1	46	127			17	4		0	0	0	200	100	179	99	80		84	63	10568	5565108			hal	hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Giant Thresher	pole		7wc	scy	7wc	100		3	1				1	40	114			17	4	-10	0	0	0	175	125	188	140	80		85	66	8846	4646460			scy	wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	2	0	xxx	xxx	1	0	300
Walking Stick	staf		6ss	bst	6ss	100		2	1				1	69	85			17	1	-10	0	0	0	225	75	25		80		58	43	4422	1513296	1	403	bst	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	300
Stalagmite	staf		6ls	sst	6ls	100		2	1				1	75	107			17	1	10	0	0	0	225	75	63	35	80		66	49	3050	1169166	1	403	sst	lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	300
Elder Staff	staf		6cs	cst	6cs	100		2	1				1	80	93			17	1		0	0	0	225	75	44	37	80		74	55	4850	2127156	1	403	cst	cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	300
Shillelah	staf		6bs	sst	6bs	100		2	1				1	65	108			17	1		0	0	0	225	75	52	27	80		83	62	4340	2120514	1	403	sst	bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	300
Archon Staff	staf		6ws	lst	6ws	100		2	1				1	85	99			17	1	10	0	0	0	225	75	34		80		85	66	5304	2685255	1	403	lst	wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst			1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	300
Spider Bow	bow		6sb	sbw	6sb	100		2	1				1	23	50			13		5	0	0	0	0	150	64	143	80	1	55	41	10362	3570015		306	sbw	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	150
Blade Bow	bow		6hb	sbw	6hb	100		2	1				1	21	41			13		-10	0	0	0	0	150	76	119	80	1	60	45	10478	3940500		306	sbw	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	150
Shadow Bow	bow		6lb	lbw	6lb	100		2	1				1	15	59			13			0	0	0	0	150	52	188	80	1	63	47	12346	4942290		306	lbw	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	150
Great Bow	bow		6cb	lbw	6cb	100		2	1				1	12	52			13		-10	0	0	0	0	150	121	107	80	1	68	51	8868	3729072		306	lbw	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	150
Diamond Bow	bow		6s7	sbb	6s7	100		2	1				1	33	40			13			0	0	0	0	150	89	132	80	1	72	54	11908	5430180		306	sbb	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	150
Crusader Bow	bow		6l7	lbb	6l7	100		2	1				1	15	63			13		10	0	0	0	0	150	97	121	80	1	77	57	9032	4305255		306	lbb	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	150
Ward Bow	bow		6sw	sbb	6sw	100		2	1				1	20	53			13			0	0	0	0	150	72	146	80	1	80	60	7646	3737580		306	sbb	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	150
Hydra Bow	bow		6lw	lbb	6lw	100		2	1				1	10	68			13		10	0	0	0	0	150	134	167	80	1	85	63	9600	5075625		306	lbb	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	150
Pellet Bow	xbow		6lx	lxb	6lx	100		2	1				1	28	73			19		-10	0	0	0	0	150	83	155	80	1	57	42	9660	3429552		306	lxb	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	400
Gorgon Crossbow	xbow		6mx	lxb	6mx	100		2	1				1	25	87			19			0	0	0	0	150	117	105	80	1	67	50	10900	4591305		306	lxb	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	invmxbu	invmxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	400
Colossus Crossbow	xbow		6hx	hxb	6hx	100		2	1				1	32	91			19		10	0	0	0	0	150	163	77	80	1	75	56	12544	5984625		306	hxb	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	400
Demon Crossbow	xbow		6rx	hxb	6rx	100		2	1				1	26	40			19		-60	0	0	0	0	150	141	98	80	1	84	63	12452	6647952		306	hxb	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	6	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	400
Eagle Orb	orb		ob1	ob1	ob1	100		2	1	2	5							14		-10	0	0	0	175	75			80		1	0	164	9504	1	303	bst	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	250
Sacred Globe	orb		ob2	ob1	ob2	100		3	1	3	8							14		-10	0	0	0	175	75			80		8	0	370	30612	1	303	bst	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	250
Smoked Sphere	orb		ob3	ob3	ob3	100		3	1	4	10							14			0	0	0	175	75			80		12	8	564	53076	1	303	bst	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	250
Clasped Orb	orb		ob4	ob4	ob4	100		4	1	5	12							14			0	0	0	175	75			80		17	13	838	95373	1	303	bst	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	250
Dragon Stone	orb		ob5	ob4	ob5	100		5	1	8	18							14		10	0	0	0	175	75			80		24	18	1274	186420	1	303	bst	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	1	250
Stag Bow	abow		am1	am1	am1	100		3	1				1	7	12			13			0	0	0	0	180	30	45	80	1	18	14	1558	169500		300	sbw	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	180
Reflex Bow	abow		am2	am2	am2	100		3	1				1	9	19			13		10	0	0	0	0	180	35	60	80	1	27	20	2130	337575		300	sbw	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	180
Maiden Spear	aspe		am3	am3	am3	100		3	1				1	18	24			15	4		0	0	0	200	150	54	40	80		18	14	1098	124788		317	spr	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	350
Maiden Pike	aspe		am4	pik	am4	100		3	1				1	23	55			15	4	10	0	0	0	200	150	63	52	80		27	20	1296	211863		317	spr	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	350
Maiden Javelin	ajav		am5	pil	am5	100		3	1	8	14					6	22	15	2	-10	0	0	0	110	120	33	47	80		23	17	10	45312		302	jav	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	96	180	160	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	1	0	230
Glowing Orb	orb		ob6	ob1	ob6	100		2	1	8	21							14		-10	0	0	0	175	75			80		32	24	586	132684	1	303	bst	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	250
Crystalline Globe	orb		ob7	ob1	ob7	100		3	1	10	26							14		-10	0	0	0	175	75			80		37	27	1108	250479	1	303	bst	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	250
Cloudy Sphere	orb		ob8	ob3	ob8	100		3	1	11	29							14			0	0	0	175	75			80		41	30	1610	388554	1	303	bst	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			5	8	0	xxx	xxx	1	0	250
