Name	Rune Name	complete	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*runes	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
FlawedDiamondRuneword		1		weap										gfw	gfw	gfw	gfw			deadly		17	25	crush		4	5	dmg%		32	48	splash	proc_SplashDamage	100	1													0
FlawedDiamondRuneword		1		weap										gfw	gfw	gfw	gfw	gfw		deadly		20	30	crush		4	6	dmg%		36	54	splash	proc_SplashDamage	100	1													0
FlawedDiamondRuneword		1		weap										gfw	gfw	gfw	gfw	gfw	gfw	deadly		24	35	crush		5	7	dmg%		40	60	splash	proc_SplashDamage	100	1													0
NormalDiamondRuneword		0		weap										gsw						deadly		10	15	crush		2	3	dmg%		30	45	splash	proc_SplashDamage	100	1													0
NormalDiamondRuneword		1		weap										gsw	gsw					deadly		14	20	crush		3	4	dmg%		36	54	splash	proc_SplashDamage	100	1													0
NormalDiamondRuneword		1		weap										gsw	gsw	gsw				deadly		17	25	crush		4	5	dmg%		42	63	splash	proc_SplashDamage	100	1													0
NormalDiamondRuneword		1		weap										gsw	gsw	gsw	gsw			deadly		20	30	crush		4	6	dmg%		48	72	splash	proc_SplashDamage	100	1													0
NormalDiamondRuneword		1		weap										gsw	gsw	gsw	gsw	gsw		deadly		24	35	crush		5	7	dmg%		54	81	splash	proc_SplashDamage	100	1													0
NormalDiamondRuneword		1		weap										gsw	gsw	gsw	gsw	gsw	gsw	deadly		27	40	crush		5	8	dmg%		60	90	splash	proc_SplashDamage	100	1													0
FlawlessDiamondRuneword		0		weap										glw						deadly		14	20	crush		3	4	dmg%		40	60	splash	proc_SplashDamage	100	1													0
FlawlessDiamondRuneword		1		weap										glw	glw					deadly		17	25	crush		4	5	dmg%		48	72	splash	proc_SplashDamage	100	1													0
FlawlessDiamondRuneword		1		weap										glw	glw	glw				deadly		20	30	crush		4	6	dmg%		56	84	splash	proc_SplashDamage	100	1													0
FlawlessDiamondRuneword		1		weap										glw	glw	glw	glw			deadly		24	35	crush		5	7	dmg%		64	96	splash	proc_SplashDamage	100	1													0
FlawlessDiamondRuneword		1		weap										glw	glw	glw	glw	glw		deadly		27	40	crush		6	8	dmg%		72	108	splash	proc_SplashDamage	100	1													0
FlawlessDiamondRuneword		1		weap										glw	glw	glw	glw	glw	glw	deadly		30	45	crush		6	9	dmg%		80	120	splash	proc_SplashDamage	100	1													0
PerfectDiamondRuneword		0		weap										gpw						deadly		17	25	crush		4	5	dmg%		50	75	splash	proc_SplashDamage	100	1													0
PerfectDiamondRuneword		1		weap										gpw	gpw					deadly		20	30	crush		4	6	dmg%		60	90	splash	proc_SplashDamage	100	1													0
PerfectDiamondRuneword		1		weap										gpw	gpw	gpw				deadly		24	35	crush		5	7	dmg%		70	105	splash	proc_SplashDamage	100	1													0
PerfectDiamondRuneword		1		weap										gpw	gpw	gpw	gpw			deadly		27	40	crush		5	8	dmg%		80	120	splash	proc_SplashDamage	100	1													0
PerfectDiamondRuneword		1		weap										gpw	gpw	gpw	gpw	gpw		deadly		30	45	crush		6	9	dmg%		90	135	splash	proc_SplashDamage	100	1													0
PerfectDiamondRuneword		1		weap										gpw	gpw	gpw	gpw	gpw	gpw	deadly		34	50	crush		7	10	dmg%		100	150	splash	proc_SplashDamage	100	1													0
ChippedDiamondRuneword		0		glov										gcw						crush		1	1	dmg-demon		30	30	light		1	1																	0
ChippedDiamondRuneword		1		glov										gcw	gcw					crush		2	2	dmg-demon		60	60	light		1	1																	0
ChippedDiamondRuneword		1		glov										gcw	gcw	gcw				crush		3	3	dmg-demon		90	90	light		2	2																	0
ChippedDiamondRuneword		1		glov										gcw	gcw	gcw	gcw			crush		4	4	dmg-demon		120	120	light		3	3																	0
FlawedDiamondRuneword		0		glov										gfw						crush		2	2	dmg-demon		42	42	light		1	1																	0
FlawedDiamondRuneword		1		glov										gfw	gfw					crush		3	3	dmg-demon		84	84	light		1	1																	0
FlawedDiamondRuneword		1		glov										gfw	gfw	gfw				crush		4	4	dmg-demon		126	126	light		2	2																	0
FlawedDiamondRuneword		1		glov										gfw	gfw	gfw	gfw			crush		5	5	dmg-demon		168	168	light		3	3																	0
NormalDiamondRuneword		0		glov										gsw						crush		3	3	dmg-demon		52	52	light		1	1																	0
NormalDiamondRuneword		1		glov										gsw	gsw					crush		4	4	dmg-demon		104	104	light		1	1																	0
NormalDiamondRuneword		1		glov										gsw	gsw	gsw				crush		5	5	dmg-demon		156	156	light		2	2																	0
NormalDiamondRuneword		1		glov										gsw	gsw	gsw	gsw			crush		6	6	dmg-demon		208	208	light		3	3																	0
FlawlessDiamondRuneword		0		glov										glw						crush		4	4	dmg-demon		66	66	light		1	1																	0
FlawlessDiamondRuneword		1		glov										glw	glw					crush		5	5	dmg-demon		132	132	light		1	1																	0
FlawlessDiamondRuneword		1		glov										glw	glw	glw				crush		6	6	dmg-demon		198	198	light		2	2																	0
FlawlessDiamondRuneword		1		glov										glw	glw	glw	glw			crush		7	7	dmg-demon		264	264	light		3	3																	0
PerfectDiamondRuneword		0		glov										gpw						crush		5	5	dmg-demon		80	80	light		1	1																	0
PerfectDiamondRuneword		1		glov										gpw	gpw					crush		6	6	dmg-demon		160	160	light		1	1																	0
PerfectDiamondRuneword		1		glov										gpw	gpw	gpw				crush		7	7	dmg-demon		240	240	light		2	2																	0
PerfectDiamondRuneword		1		glov										gpw	gpw	gpw	gpw			crush		8	8	dmg-demon		320	320	light		3	3																	0
ChippedDiamondRunewordArmor		0		tors	cloa									gcw						light		2	2	red-dmg		1	1	red-mag		1	1																	0
ChippedDiamondRunewordArmor		1		tors	cloa									gcw	gcw					light		3	3	red-dmg		2	2	red-mag		2	2																	0
ChippedDiamondRunewordArmor		1		tors	cloa									gcw	gcw	gcw				light		4	4	red-dmg		3	3	red-mag		3	3																	0
ChippedDiamondRunewordArmor		1		tors	cloa									gcw	gcw	gcw	gcw			light		5	5	red-dmg		4	4	red-mag		4	4																	0
ChippedDiamondRunewordArmor		1		tors	cloa									gcw	gcw	gcw	gcw	gcw		light		6	6	red-dmg		5	5	red-mag		5	5																	0
ChippedDiamondRunewordArmor		1		tors	cloa									gcw	gcw	gcw	gcw	gcw	gcw	light		7	7	red-dmg		6	6	red-mag		6	6																	0
FlawedDiamondRunewordArmor		0		tors	cloa									gfw						light		2	2	red-dmg		2	2	red-mag		2	2																	0
FlawedDiamondRunewordArmor		1		tors	cloa									gfw	gfw					light		3	3	red-dmg		4	4	red-mag		4	4																	0
FlawedDiamondRunewordArmor		1		tors	cloa									gfw	gfw	gfw				light		4	4	red-dmg		6	6	red-mag		6	6																	0
FlawedDiamondRunewordArmor		1		tors	cloa									gfw	gfw	gfw	gfw			light		5	5	red-dmg		8	8	red-mag		8	8																	0
FlawedDiamondRunewordArmor		1		tors	cloa									gfw	gfw	gfw	gfw	gfw		light		6	6	red-dmg		10	10	red-mag		10	10																	0
FlawedDiamondRunewordArmor		1		tors	cloa									gfw	gfw	gfw	gfw	gfw	gfw	light		7	7	red-dmg		12	12	red-mag		12	12																	0
NormalDiamondRunewordArmor		0		tors	cloa									gsw						light		3	3	red-dmg		3	3	red-mag		3	3																	0
NormalDiamondRunewordArmor		1		tors	cloa									gsw	gsw					light		4	4	red-dmg		6	6	red-mag		6	6																	0
NormalDiamondRunewordArmor		1		tors	cloa									gsw	gsw	gsw				light		5	5	red-dmg		9	9	red-mag		9	9																	0
NormalDiamondRunewordArmor		1		tors	cloa									gsw	gsw	gsw	gsw			light		6	6	red-dmg		12	12	red-mag		12	12																	0
NormalDiamondRunewordArmor		1		tors	cloa									gsw	gsw	gsw	gsw	gsw		light		7	7	red-dmg		15	15	red-mag		15	15																	0
NormalDiamondRunewordArmor		1		tors	cloa									gsw	gsw	gsw	gsw	gsw	gsw	light		8	8	red-dmg		18	18	red-mag		18	18																	0
FlawlessDiamondRunewordArmor		0		tors	cloa									glw						light		4	4	red-dmg		4	4	red-mag		4	4																	0
FlawlessDiamondRunewordArmor		1		tors	cloa									glw	glw					light		5	5	red-dmg		8	8	red-mag		8	8																	0
FlawlessDiamondRunewordArmor		1		tors	cloa									glw	glw	glw				light		6	6	red-dmg		12	12	red-mag		12	12																	0
FlawlessDiamondRunewordArmor		1		tors	cloa									glw	glw	glw	glw			light		7	7	red-dmg		16	16	red-mag		16	16																	0
FlawlessDiamondRunewordArmor		1		tors	cloa									glw	glw	glw	glw	glw		light		8	8	red-dmg		20	20	red-mag		20	20																	0
FlawlessDiamondRunewordArmor		1		tors	cloa									glw	glw	glw	glw	glw	glw	light		9	9	red-dmg		24	24	red-mag		24	24																	0
PerfectDiamondRunewordArmor		0		tors	cloa									gpw						light		5	5	red-dmg		5	5	red-mag		5	5																	0
PerfectDiamondRunewordArmor		1		tors	cloa									gpw	gpw					light		6	6	red-dmg		10	10	red-mag		10	10																	0
PerfectDiamondRunewordArmor		1		tors	cloa									gpw	gpw	gpw				light		7	7	red-dmg		15	15	red-mag		15	15																	0
PerfectDiamondRunewordArmor		1		tors	cloa									gpw	gpw	gpw	gpw			light		8	8	red-dmg		20	20	red-mag		20	20																	0
PerfectDiamondRunewordArmor		1		tors	cloa									gpw	gpw	gpw	gpw	gpw		light		9	9	red-dmg		25	25	red-mag		25	25																	0
PerfectDiamondRunewordArmor		1		tors	cloa									gpw	gpw	gpw	gpw	gpw	gpw	light		10	10	red-dmg		30	30	red-mag		30	30																	0
ChippedDiamondRunewordArmor		0		helm										gcw						light		2	2	red-dmg		1	1	red-mag		1	1																	0
ChippedDiamondRunewordArmor		1		helm										gcw	gcw					light		3	3	red-dmg		2	2	red-mag		2	2																	0
ChippedDiamondRunewordArmor		1		helm										gcw	gcw	gcw				light		4	4	red-dmg		3	3	red-mag		3	3																	0
ChippedDiamondRunewordArmor		1		helm										gcw	gcw	gcw	gcw			light		5	5	red-dmg		4	4	red-mag		4	4																	0
FlawedDiamondRunewordArmor		0		helm										gfw						light		2	2	red-dmg		2	2	red-mag		2	2																	0
FlawedDiamondRunewordArmor		1		helm										gfw	gfw					light		3	3	red-dmg		4	4	red-mag		4	4																	0
FlawedDiamondRunewordArmor		1		helm										gfw	gfw	gfw				light		4	4	red-dmg		6	6	red-mag		6	6																	0
FlawedDiamondRunewordArmor		1		helm										gfw	gfw	gfw	gfw			light		5	5	red-dmg		8	8	red-mag		8	8																	0
NormalDiamondRunewordArmor		0		helm										gsw						light		3	3	red-dmg		3	3	red-mag		3	3																	0
NormalDiamondRunewordArmor		1		helm										gsw	gsw					light		4	4	red-dmg		6	6	red-mag		6	6																	0
NormalDiamondRunewordArmor		1		helm										gsw	gsw	gsw				light		5	5	red-dmg		9	9	red-mag		9	9																	0
NormalDiamondRunewordArmor		1		helm										gsw	gsw	gsw	gsw			light		6	6	red-dmg		12	12	red-mag		12	12																	0
FlawlessDiamondRunewordArmor		0		helm										glw						light		4	4	red-dmg		4	4	red-mag		4	4																	0
FlawlessDiamondRunewordArmor		1		helm										glw	glw					light		5	5	red-dmg		8	8	red-mag		8	8																	0
FlawlessDiamondRunewordArmor		1		helm										glw	glw	glw				light		6	6	red-dmg		12	12	red-mag		12	12																	0
FlawlessDiamondRunewordArmor		1		helm										glw	glw	glw	glw			light		7	7	red-dmg		16	16	red-mag		16	16																	0
PerfectDiamondRunewordArmor		0		helm										gpw						light		5	5	red-dmg		5	5	red-mag		5	5																	0
PerfectDiamondRunewordArmor		1		helm										gpw	gpw					light		6	6	red-dmg		10	10	red-mag		10	10																	0
PerfectDiamondRunewordArmor		1		helm										gpw	gpw	gpw				light		7	7	red-dmg		15	15	red-mag		15	15																	0
PerfectDiamondRunewordArmor		1		helm										gpw	gpw	gpw	gpw			light		8	8	red-dmg		20	20	red-mag		20	20																	0
ChippedDiamondRunewordArmor		0		belt										gcw						light		2	2	red-dmg		1	1	red-mag		1	1																	0
ChippedDiamondRunewordArmor		1		belt										gcw	gcw					light		3	3	red-dmg		2	2	red-mag		2	2																	0
FlawedDiamondRunewordArmor		0		belt										gfw						light		2	2	red-dmg		2	2	red-mag		2	2																	0
FlawedDiamondRunewordArmor		1		belt										gfw	gfw					light		3	3	red-dmg		4	4	red-mag		4	4																	0
NormalDiamondRunewordArmor		0		belt										gsw						light		3	3	red-dmg		3	3	red-mag		3	3																	0
NormalDiamondRunewordArmor		1		belt										gsw	gsw					light		4	4	red-dmg		6	6	red-mag		6	6																	0
FlawlessDiamondRunewordArmor		0		belt										glw						light		4	4	red-dmg		4	4	red-mag		4	4																	0
FlawlessDiamondRunewordArmor		1		belt										glw	glw					light		5	5	red-dmg		8	8	red-mag		8	8																	0
PerfectDiamondRunewordArmor		0		belt										gpw						light		5	5	red-dmg		5	5	red-mag		5	5																	0
PerfectDiamondRunewordArmor		1		belt										gpw	gpw					light		6	6	red-dmg		10	10	red-mag		10	10																	0
ChippedDiamondRunewordShield		0		shld										gcw						block2		1	5	block		1	1	light		1	1																	0
ChippedDiamondRunewordShield		1		shld										gcw	gcw					block2		2	10	block		1	3	light		1	1																	0
ChippedDiamondRunewordShield		1		shld										gcw	gcw	gcw				block2		3	15	block		2	5	light		2	2																	0
ChippedDiamondRunewordShield		1		shld										gcw	gcw	gcw	gcw			block2		4	20	block		3	7	light		3	3																	0
ChippedDiamondRunewordShield		1		shld										gcw	gcw	gcw	gcw	gcw		block2		5	25	block		3	9	light		4	4																	0
ChippedDiamondRunewordShield		1		shld										gcw	gcw	gcw	gcw	gcw	gcw	block2		6	30	block		4	11	light		5	5																	0
FlawedDiamondRunewordShield		0		shld										gfw						block2		1	5	block		1	2	light		1	1																	0
FlawedDiamondRunewordShield		1		shld										gfw	gfw					block2		2	10	block		2	4	light		1	1																	0
FlawedDiamondRunewordShield		1		shld										gfw	gfw	gfw				block2		3	15	block		2	6	light		2	2																	0
FlawedDiamondRunewordShield		1		shld										gfw	gfw	gfw	gfw			block2		4	20	block		3	9	light		3	3																	0
FlawedDiamondRunewordShield		1		shld										gfw	gfw	gfw	gfw	gfw		block2		5	25	block		4	12	light		4	4																	0
FlawedDiamondRunewordShield		1		shld										gfw	gfw	gfw	gfw	gfw	gfw	block2		6	30	block		5	15	light		5	5																	0
NormalDiamondRunewordShield		0		shld										gsw						block2		2	5	block		1	3	light		1	1																	0
NormalDiamondRunewordShield		1		shld										gsw	gsw					block2		4	10	block		2	6	light		1	1																	0
NormalDiamondRunewordShield		1		shld										gsw	gsw	gsw				block2		6	15	block		3	9	light		2	2																	0
NormalDiamondRunewordShield		1		shld										gsw	gsw	gsw	gsw			block2		8	20	block		4	12	light		3	3																	0
NormalDiamondRunewordShield		1		shld										gsw	gsw	gsw	gsw	gsw		block2		10	25	block		5	15	light		4	4																	0
NormalDiamondRunewordShield		1		shld										gsw	gsw	gsw	gsw	gsw	gsw	block2		12	30	block		6	18	light		5	5																	0
FlawlessDiamondRunewordShield		0		shld										glw						block2		2	5	block		2	5	light		1	1																	0
FlawlessDiamondRunewordShield		1		shld										glw	glw					block2		4	10	block		3	8	light		1	1																	0
FlawlessDiamondRunewordShield		1		shld										glw	glw	glw				block2		6	15	block		4	11	light		2	2																	0
FlawlessDiamondRunewordShield		1		shld										glw	glw	glw	glw			block2		8	20	block		5	14	light		3	3																	0
FlawlessDiamondRunewordShield		1		shld										glw	glw	glw	glw	glw		block2		10	25	block		6	17	light		4	4																	0
FlawlessDiamondRunewordShield		1		shld										glw	glw	glw	glw	glw	glw	block2		12	30	block		7	21	light		5	5																	0
PerfectDiamondRunewordShield		0		shld										gpw						block2		3	5	block		3	8	light		1	1																	0
PerfectDiamondRunewordShield		1		shld										gpw	gpw					block2		6	10	block		4	11	light		1	1																	0
PerfectDiamondRunewordShield		1		shld										gpw	gpw	gpw				block2		9	15	block		5	14	light		2	2																	0
PerfectDiamondRunewordShield		1		shld										gpw	gpw	gpw	gpw			block2		12	20	block		6	17	light		3	3																	0
PerfectDiamondRunewordShield		1		shld										gpw	gpw	gpw	gpw	gpw		block2		15	25	block		7	21	light		4	4																	0
PerfectDiamondRunewordShield		1		shld										gpw	gpw	gpw	gpw	gpw	gpw	block2		18	30	block		9	25	light		5	5																	0
ChippedDiamondRunewordShield		0		boot										gcw						block2		5	5	block		1	1	light		1	1																	0
ChippedDiamondRunewordShield		1		boot										gcw	gcw					block2		10	10	block		2	2	light		1	1																	0
ChippedDiamondRunewordShield		1		boot										gcw	gcw	gcw				block2		15	15	block		4	4	light		2	2																	0
ChippedDiamondRunewordShield		1		boot										gcw	gcw	gcw	gcw			block2		20	20	block		5	5	light		3	3																	0
FlawedDiamondRunewordShield		0		boot										gfw						block2		5	5	block		2	2	light		1	1																	0
FlawedDiamondRunewordShield		1		boot										gfw	gfw					block2		10	10	block		3	3	light		1	1																	0
FlawedDiamondRunewordShield		1		boot										gfw	gfw	gfw				block2		15	15	block		5	5	light		2	2																	0
FlawedDiamondRunewordShield		1		boot										gfw	gfw	gfw	gfw			block2		20	20	block		6	6	light		3	3																	0
NormalDiamondRunewordShield		0		boot										gsw						block2		5	5	block		3	3	light		1	1																	0
NormalDiamondRunewordShield		1		boot										gsw	gsw					block2		10	10	block		4	4	light		1	1																	0
NormalDiamondRunewordShield		1		boot										gsw	gsw	gsw				block2		15	15	block		6	6	light		2	2																	0
NormalDiamondRunewordShield		1		boot										gsw	gsw	gsw	gsw			block2		20	20	block		8	8	light		3	3																	0
FlawlessDiamondRunewordShield		0		boot										glw						block2		5	5	block		3	3	light		1	1																	0
FlawlessDiamondRunewordShield		1		boot										glw	glw					block2		10	10	block		5	5	light		1	1																	0
FlawlessDiamondRunewordShield		1		boot										glw	glw	glw				block2		15	15	block		7	7	light		2	2																	0
FlawlessDiamondRunewordShield		1		boot										glw	glw	glw	glw			block2		20	20	block		9	9	light		3	3																	0
PerfectDiamondRunewordShield		0		boot										gpw						block2		5	5	block		4	4	light		1	1																	0
PerfectDiamondRunewordShield		1		boot										gpw	gpw					block2		10	10	block		6	6	light		1	1																	0
PerfectDiamondRunewordShield		1		boot										gpw	gpw	gpw				block2		15	15	block		8	8	light		2	2																	0
PerfectDiamondRunewordShield		1		boot										gpw	gpw	gpw	gpw			block2		20	20	block		10	10	light		3	3																	0
ChippedTopazRuneword		0		weap										gcy						stupidity		3	3	dmg-ltng		1	8	pierce-ltng		1	1	extra-ltng		1	2	swing2		0	1	splash	proc_SplashDamage	100	1					0
ChippedTopazRuneword		1		weap										gcy	gcy					stupidity		6	6	dmg-ltng		1	16	pierce-ltng		2	2	extra-ltng		1	2	swing2		1	1	splash	proc_SplashDamage	100	1					0
ChippedTopazRuneword		1		weap										gcy	gcy	gcy				stupidity		9	9	dmg-ltng		1	24	pierce-ltng		3	3	extra-ltng		1	3	swing2		1	2	splash	proc_SplashDamage	100	1					0
ChippedTopazRuneword		1		weap										gcy	gcy	gcy	gcy			stupidity		12	12	dmg-ltng		1	32	pierce-ltng		4	4	extra-ltng		2	4	swing2		2	2	splash	proc_SplashDamage	100	1					0
ChippedTopazRuneword		1		weap										gcy	gcy	gcy	gcy	gcy		stupidity		15	15	dmg-ltng		1	40	pierce-ltng		5	5	extra-ltng		2	4	swing2		2	3	splash	proc_SplashDamage	100	1					0
ChippedTopazRuneword		1		weap										gcy	gcy	gcy	gcy	gcy	gcy	stupidity		18	18	dmg-ltng		1	48	pierce-ltng		6	6	extra-ltng		3	5	swing2		2	3	splash	proc_SplashDamage	100	1					0
FlawedTopazRuneword		0		weap										gfy						stupidity		6	6	dmg-ltng		1	12	pierce-ltng		2	2	extra-ltng		1	4	swing2		1	2	splash	proc_SplashDamage	100	1					0
FlawedTopazRuneword		1		weap										gfy	gfy					stupidity		12	12	dmg-ltng		1	24	pierce-ltng		3	3	extra-ltng		2	5	swing2		2	3	splash	proc_SplashDamage	100	1					0
FlawedTopazRuneword		1		weap										gfy	gfy	gfy				stupidity		18	18	dmg-ltng		1	36	pierce-ltng		4	4	extra-ltng		3	6	swing2		2	4	splash	proc_SplashDamage	100	1					0
FlawedTopazRuneword		1		weap										gfy	gfy	gfy	gfy			stupidity		24	24	dmg-ltng		1	48	pierce-ltng		5	5	extra-ltng		4	7	swing2		3	4	splash	proc_SplashDamage	100	1					0
FlawedTopazRuneword		1		weap										gfy	gfy	gfy	gfy	gfy		stupidity		30	30	dmg-ltng		1	60	pierce-ltng		6	6	extra-ltng		5	9	swing2		4	5	splash	proc_SplashDamage	100	1					0
FlawedTopazRuneword		1		weap										gfy	gfy	gfy	gfy	gfy	gfy	stupidity		36	36	dmg-ltng		1	72	pierce-ltng		7	7	extra-ltng		6	10	swing2		5	6	splash	proc_SplashDamage	100	1					0
NormalTopazRuneword		0		weap										gsy						stupidity		10	10	dmg-ltng		1	16	pierce-ltng		3	3	extra-ltng		2	6	swing2		1	3	splash	proc_SplashDamage	100	1					0
NormalTopazRuneword		1		weap										gsy	gsy					stupidity		20	20	dmg-ltng		1	32	pierce-ltng		4	4	extra-ltng		3	7	swing2		2	4	splash	proc_SplashDamage	100	1					0
NormalTopazRuneword		1		weap										gsy	gsy	gsy				stupidity		30	30	dmg-ltng		1	48	pierce-ltng		5	5	extra-ltng		4	9	swing2		4	5	splash	proc_SplashDamage	100	1					0
NormalTopazRuneword		1		weap										gsy	gsy	gsy	gsy			stupidity		40	40	dmg-ltng		1	64	pierce-ltng		6	6	extra-ltng		5	11	swing2		5	7	splash	proc_SplashDamage	100	1					0
NormalTopazRuneword		1		weap										gsy	gsy	gsy	gsy	gsy		stupidity		50	50	dmg-ltng		1	80	pierce-ltng		7	7	extra-ltng		7	13	swing2		6	8	splash	proc_SplashDamage	100	1					0
NormalTopazRuneword		1		weap										gsy	gsy	gsy	gsy	gsy	gsy	stupidity		60	60	dmg-ltng		1	96	pierce-ltng		8	8	extra-ltng		9	15	swing2		7	9	splash	proc_SplashDamage	100	1					0
FlawlessTopazRuneword		0		weap										gly						stupidity		12	12	dmg-ltng		1	20	pierce-ltng		4	4	extra-ltng		2	8	swing2		2	4	splash	proc_SplashDamage	100	1					0
FlawlessTopazRuneword		1		weap										gly	gly					stupidity		24	24	dmg-ltng		1	40	pierce-ltng		5	5	extra-ltng		4	10	swing2		3	6	splash	proc_SplashDamage	100	1					0
FlawlessTopazRuneword		1		weap										gly	gly	gly				stupidity		36	36	dmg-ltng		1	60	pierce-ltng		6	6	extra-ltng		6	12	swing2		5	7	splash	proc_SplashDamage	100	1					0
FlawlessTopazRuneword		1		weap										gly	gly	gly	gly			stupidity		48	48	dmg-ltng		1	80	pierce-ltng		7	7	extra-ltng		7	14	swing2		6	9	splash	proc_SplashDamage	100	1					0
FlawlessTopazRuneword		1		weap										gly	gly	gly	gly	gly		stupidity		64	64	dmg-ltng		1	100	pierce-ltng		8	8	extra-ltng		10	18	swing2		8	10	splash	proc_SplashDamage	100	1					0
FlawlessTopazRuneword		1		weap										gly	gly	gly	gly	gly	gly	stupidity		75	75	dmg-ltng		1	120	pierce-ltng		9	9	extra-ltng		12	20	swing2		10	12	splash	proc_SplashDamage	100	1					0
PerfectTopazRuneword		0		weap										gpy						stupidity		30	30	dmg-ltng		1	24	pierce-ltng		10	10	extra-ltng		10	10	swing2		5	5	splash	proc_SplashDamage	100	1					0
PerfectTopazRuneword		1		weap										gpy	gpy					stupidity		45	45	dmg-ltng		1	48	pierce-ltng		14	14	extra-ltng		14	14	swing2		7	7	splash	proc_SplashDamage	100	1					0
PerfectTopazRuneword		1		weap										gpy	gpy	gpy				stupidity		60	60	dmg-ltng		1	72	pierce-ltng		19	19	extra-ltng		19	19	swing2		9	9	splash	proc_SplashDamage	100	1					0
PerfectTopazRuneword		1		weap										gpy	gpy	gpy	gpy			stupidity		75	75	dmg-ltng		1	96	pierce-ltng		24	24	extra-ltng		24	24	swing2		11	11	splash	proc_SplashDamage	100	1					0
PerfectTopazRuneword		1		weap										gpy	gpy	gpy	gpy	gpy		stupidity		90	90	dmg-ltng		1	120	pierce-ltng		28	28	extra-ltng		28	28	swing2		13	13	splash	proc_SplashDamage	100	1					0
PerfectTopazRuneword		1		weap										gpy	gpy	gpy	gpy	gpy	gpy	stupidity		100	100	dmg-ltng		1	144	pierce-ltng		35	35	extra-ltng		30	30	swing2		15	15	splash	proc_SplashDamage	100	1					0
ChippedTopazRuneword		0		glov										gcy						stupidity		3	3	dmg-ltng		1	8	pierce-ltng		1	1	light		1	1													0
ChippedTopazRuneword		1		glov										gcy	gcy					stupidity		6	6	dmg-ltng		1	16	pierce-ltng		2	2	light		1	1													0
ChippedTopazRuneword		1		glov										gcy	gcy	gcy				stupidity		9	9	dmg-ltng		1	24	pierce-ltng		3	3	light		2	2													0
ChippedTopazRuneword		1		glov										gcy	gcy	gcy	gcy			stupidity		12	12	dmg-ltng		1	32	pierce-ltng		4	4	light		3	3													0
FlawedTopazRuneword		0		glov										gfy						stupidity		6	6	dmg-ltng		1	12	pierce-ltng		2	2	light		1	1													0
FlawedTopazRuneword		1		glov										gfy	gfy					stupidity		12	12	dmg-ltng		1	24	pierce-ltng		3	3	light		1	1													0
FlawedTopazRuneword		1		glov										gfy	gfy	gfy				stupidity		18	18	dmg-ltng		1	36	pierce-ltng		4	4	light		2	2													0
FlawedTopazRuneword		1		glov										gfy	gfy	gfy	gfy			stupidity		24	24	dmg-ltng		1	48	pierce-ltng		5	5	light		3	3													0
NormalTopazRuneword		0		glov										gsy						stupidity		10	10	dmg-ltng		1	16	pierce-ltng		3	3	light		1	1													0
NormalTopazRuneword		1		glov										gsy	gsy					stupidity		20	20	dmg-ltng		1	32	pierce-ltng		4	4	light		1	1													0
NormalTopazRuneword		1		glov										gsy	gsy	gsy				stupidity		30	30	dmg-ltng		1	48	pierce-ltng		5	5	light		2	2													0
NormalTopazRuneword		1		glov										gsy	gsy	gsy	gsy			stupidity		40	40	dmg-ltng		1	64	pierce-ltng		6	6	light		3	3													0
FlawlessTopazRuneword		0		glov										gly						stupidity		12	12	dmg-ltng		1	20	pierce-ltng		4	4	light		1	1													0
FlawlessTopazRuneword		1		glov										gly	gly					stupidity		24	24	dmg-ltng		1	40	pierce-ltng		5	5	light		1	1													0
FlawlessTopazRuneword		1		glov										gly	gly	gly				stupidity		36	36	dmg-ltng		1	60	pierce-ltng		6	6	light		2	2													0
FlawlessTopazRuneword		1		glov										gly	gly	gly	gly			stupidity		48	48	dmg-ltng		1	80	pierce-ltng		7	7	light		3	3													0
PerfectTopazRuneword		0		glov										gpy						stupidity		30	30	dmg-ltng		1	24	pierce-ltng		5	5	light		1	1													0
PerfectTopazRuneword		1		glov										gpy	gpy					stupidity		45	45	dmg-ltng		1	48	pierce-ltng		6	6	light		1	1													0
PerfectTopazRuneword		1		glov										gpy	gpy	gpy				stupidity		60	60	dmg-ltng		1	72	pierce-ltng		7	7	light		2	2													0
PerfectTopazRuneword		1		glov										gpy	gpy	gpy	gpy			stupidity		75	75	dmg-ltng		1	96	pierce-ltng		8	8	light		3	3													0
ChippedTopazRunewordArmor		0		tors	cloa									gcy						light		2	2																									0
ChippedTopazRunewordArmor		1		tors	cloa									gcy	gcy					light		3	3																									0
ChippedTopazRunewordArmor		1		tors	cloa									gcy	gcy	gcy				light		4	4																									0
ChippedTopazRunewordArmor		1		tors	cloa									gcy	gcy	gcy	gcy			light		5	5																									0
ChippedTopazRunewordArmor		1		tors	cloa									gcy	gcy	gcy	gcy	gcy		light		6	6																									0
ChippedTopazRunewordArmor		1		tors	cloa									gcy	gcy	gcy	gcy	gcy	gcy	light		7	7																									0
